ID,Query,url,identifier,eid,title,creator,publicationName,eIssn,doi,affiliation,
96,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185903848,SCOPUS_ID:85185903848,2-s2.0-85185903848,Prosody in linguistic journals: a bibliometric analysis,Yan M.,Humanities and Social Sciences Communications,26629992,10.1057/s41599-024-02825-9,Huazhong University of Science and Technology,
97,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185903682,SCOPUS_ID:85185903682,2-s2.0-85185903682,Identification and characterisation of Gamma-herpesviruses in zoo artiodactyla,Bianchessi L.,Virology Journal,1743422X,10.1186/s12985-024-02311-3,Università degli Studi di Milano,
98,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185901087,SCOPUS_ID:85185901087,2-s2.0-85185901087,Research on highway rain monitoring based on rain monitoring coefficient,Wang X.,Scientific Reports,20452322,10.1038/s41598-024-53360-1,"Shandong Jiaotong University, Shandong Intelligent Transportation Key Laboratory (Preparatory)",
99,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185899976,SCOPUS_ID:85185899976,2-s2.0-85185899976,Iterative pseudo balancing for stem cell microscopy image classification,Witmer A.,Scientific Reports,20452322,10.1038/s41598-024-54993-y,Marlan and Rosemary Bourns College of Engineering,
0,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186176067,SCOPUS_ID:85186176067,2-s2.0-85186176067,Study on the Impact of Remote Working on the Satisfaction and Experience of IT Workers in Poland,Bielinska-Dusza E.,Forum Scientiae Oeconomia,23005947,31-Dec-24,Krakow University of Economics,
1,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85144222227,SCOPUS_ID:85144222227,2-s2.0-85144222227,Beyond playing 20 questions with nature: Integrative experiment design in the social and behavioral sciences,Almaatouq A.,Behavioral and Brain Sciences,0140525X,21-Dec-24,MIT Sloan School of Management,
2,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85179792271,SCOPUS_ID:85179792271,2-s2.0-85179792271,The Rapid ASKAP Continuum Survey V: Cataloguing the sky at 1 367.5 MHz and the second data release of RACS-mid,Duchesne S.W.,Publications of the Astronomical Society of Australia,13233580,11-Dec-24,Commonwealth Scientific and Industrial Research Organisation,
3,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85180932376,SCOPUS_ID:85180932376,2-s2.0-85180932376,A practical guide to adopting Bayesian analyses in clinical research,Gunn-Sandell L.B.,Journal of Clinical and Translational Science,,7-Dec-24,Colorado School of Public Health,
4,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186262985,SCOPUS_ID:85186262985,2-s2.0-85186262985,Hybrid multimodule DC–DC converters accelerated by wide bandgap devices for electric vehicle systems,Waheed A.,Scientific Reports,,Dec-24,"The Superior University, Lahore",
5,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186261833,SCOPUS_ID:85186261833,2-s2.0-85186261833,Deficient butyrate metabolism in the intestinal microbiome is a potential risk factor for recurrent kidney stone disease,Choy W.H.,Urolithiasis,21947228,Dec-24,The University of British Columbia,
6,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186257832,SCOPUS_ID:85186257832,2-s2.0-85186257832,Dynamics of Gut Bacteria Across Different Zooplankton Genera in the Baltic Sea,Xu T.,Microbial Ecology,953628,Dec-24,Stockholms universitet,
7,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186255065,SCOPUS_ID:85186255065,2-s2.0-85186255065,The SNP rs6859 in NECTIN2 gene is associated with underlying heterogeneous trajectories of cognitive changes in older adults,Rajendrakumar A.L.,BMC Neurology,,Dec-24,Duke University,
8,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186252310,SCOPUS_ID:85186252310,2-s2.0-85186252310,Data leakage inflates prediction performance in connectome-based machine learning models,Rosenblatt M.,Nature Communications,,Dec-24,Yale School of Engineering &amp; Applied Science,
9,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186251599,SCOPUS_ID:85186251599,2-s2.0-85186251599,Marine protected areas promote stability of reef fish communities under climate warming,Benedetti-Cecchi L.,Nature Communications,,Dec-24,Università di Pisa,
10,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186245465,SCOPUS_ID:85186245465,2-s2.0-85186245465,Protocol for the ONLOOP trial: pragmatic randomized trial evaluating a province-wide system of personalized reminders for evidence-based surveillance tests in adult survivors of childhood cancer in Ontario,Shuldiner J.,Implementation Science,,Dec-24,Women's College Hospital,
11,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186242351,SCOPUS_ID:85186242351,2-s2.0-85186242351,Is there any way to increase consumers’ purchase intention regarding surplus food blind-boxes? An exploratory study,Sun J.,BMC Psychology,,Dec-24,Zhejiang Agriculture and Forestry University,
12,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186240086,SCOPUS_ID:85186240086,2-s2.0-85186240086,Applying a genetic risk score model to enhance prediction of future multiple sclerosis diagnosis at first presentation with optic neuritis,Loginovic P.,Nature Communications,,Dec-24,University of Exeter Medical School,
13,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186236562,SCOPUS_ID:85186236562,2-s2.0-85186236562,Synthetic microbe-to-plant communication channels,Boo A.,Nature Communications,,Dec-24,MIT School of Engineering,
14,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186235504,SCOPUS_ID:85186235504,2-s2.0-85186235504,Integrative temporal multi-omics reveals uncoupling of transcriptome and proteome during human T cell activation,Weerakoon H.,npj Systems Biology and Applications,,Dec-24,"Rajarata University of Sri Lanka, The University of Queensland, QIMR Berghofer Medical Research Institute",
15,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186228178,SCOPUS_ID:85186228178,2-s2.0-85186228178,Designing incentive systems for participation in digital ecosystems—An integrated framework,Mihale-Wilson C.,Electronic Markets,10196781,Dec-24,Goethe-Universität Frankfurt am Main,
16,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186225957,SCOPUS_ID:85186225957,2-s2.0-85186225957,Shell shape does not accurately predict self-righting ability in hatchling freshwater turtles,van Casteren A.,Scientific Reports,,Dec-24,"Faculty of Biology, Medicine and Health",
17,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186225623,SCOPUS_ID:85186225623,2-s2.0-85186225623,Social factors associated with self-reported changes in mental health symptoms among youth in the COVID-19 pandemic: a cross-sectional survey,Moss S.J.,BMC Public Health,,Dec-24,Dalhousie University,
18,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186224894,SCOPUS_ID:85186224894,2-s2.0-85186224894,Advanced hybrid LSTM-transformer architecture for real-time multi-task prediction in engineering systems,Cao K.,Scientific Reports,,Dec-24,Minzu University of China,
19,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186222315,SCOPUS_ID:85186222315,2-s2.0-85186222315,A Framework for the Interoperability of Cloud Platforms: Towards FAIR Data in SAFE Environments,Grossman R.L.,Scientific Data,,Dec-24,The University of Chicago,
20,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186220830,SCOPUS_ID:85186220830,2-s2.0-85186220830,Surgical management of retinal detachment and macular holes secondary to ocular toxoplasmosis: a systematic review and meta-analysis,Amaral D.C.,International Journal of Retina and Vitreous,,Dec-24,Universidade Federal do Rio de Janeiro,
21,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186219018,SCOPUS_ID:85186219018,2-s2.0-85186219018,Deep-learning image analysis for high-throughput screening of opsono-phagocytosis-promoting monoclonal antibodies against Neisseria gonorrhoeae,Vacca F.,Scientific Reports,,Dec-24,Monoclonal Antibody Discovery (MAD) Lab,
22,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186211524,SCOPUS_ID:85186211524,2-s2.0-85186211524,Extendable high gain low current/high pulse modified quadratic–SEPIC converter for water treatment applications,Sumathy P.,Scientific Reports,,Dec-24,SRM Institute of Science and Technology,
23,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186208935,SCOPUS_ID:85186208935,2-s2.0-85186208935,Diurnal fuel moisture content variations of live and dead Calluna vegetation in a temperate peatland,Lewis C.H.M.,Scientific Reports,,Dec-24,University of Birmingham,
24,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186201333,SCOPUS_ID:85186201333,2-s2.0-85186201333,Advanced systems and technologies for the enhancement of user experience in cultural spaces: an overview,Capece S.,Heritage Science,,Dec-24,Università degli Studi della Campania Luigi Vanvitelli,
25,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186184440,SCOPUS_ID:85186184440,2-s2.0-85186184440,Global fungal-host interactome mapping identifies host targets of candidalysin,Zhang T.Y.,Nature Communications,20411723,10.1038/s41467-024-46141-x,Shanghai Jiao Tong University School of Medicine,
26,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186175585,SCOPUS_ID:85186175585,2-s2.0-85186175585,Sea-level rise induced change in exposure of low-lying coastal land: implications for coastal conservation strategies,Thiéblemont R.,Anthropocene Coasts,25614150,10.1007/s44218-024-00041-1,BRGM,
27,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186162697,SCOPUS_ID:85186162697,2-s2.0-85186162697,Artificial intelligence assistance for fetal development: evaluation of an automated software for biometry measurements in the mid-trimester,Han X.,BMC Pregnancy and Childbirth,14712393,10.1186/s12884-024-06336-y,Shenzhen University General Hospital,
28,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186145730,SCOPUS_ID:85186145730,2-s2.0-85186145730,Protein embedding based alignment,Iovino B.G.,BMC Bioinformatics,14712105,10.1186/s12859-024-05699-5,"Luddy School of Informatics, Computing, and Engineering",
29,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186143784,SCOPUS_ID:85186143784,2-s2.0-85186143784,An Updated Review on the Effect of CFRP on Flexural Performance of Reinforced Concrete Beams,Jahami A.,International Journal of Concrete Structures and Materials,22341315,10.1186/s40069-023-00651-y,Lebanese American University,
30,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186141307,SCOPUS_ID:85186141307,2-s2.0-85186141307,Statistical method scDEED for detecting dubious 2D single-cell embeddings and optimizing t-SNE and UMAP hyperparameters,Xia L.,Nature Communications,20411723,10.1038/s41467-024-45891-y,Hong Kong University of Science and Technology,
31,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85186137707,SCOPUS_ID:85186137707,2-s2.0-85186137707,"State-of-the-art non-destructive approaches for maturity index determination in fruits and vegetables: principles, applications, and future directions",Anjali ,"Food Production, Processing and Nutrition",26618974,10.1186/s43014-023-00205-5,Graphic Era Deemed to be University,
32,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185974683,SCOPUS_ID:85185974683,2-s2.0-85185974683,Time-shifted expression of acetoclastic and methylotrophic methanogenesis by a single Methanosarcina genomospecies predominates the methanogen dynamics in Philippine rice field soil,Li X.,Microbiome,20492618,10.1186/s40168-023-01739-z,"Martin-Luther-Universität Halle-Wittenberg, Max Planck Institute for Terrestrial Microbiology",
33,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185956607,SCOPUS_ID:85185956607,2-s2.0-85185956607,Estimation of compressive strength of waste concrete utilizing fly ash/slag in concrete with interpretable approaches: optimization and graphical user interface (GUI),Dodo Y.,Scientific Reports,20452322,10.1038/s41598-024-54513-y,Najran University,
34,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185949366,SCOPUS_ID:85185949366,2-s2.0-85185949366,Removal of detritivore sea cucumbers from reefs increases coral disease,Clements C.S.,Nature Communications,20411723,10.1038/s41467-024-45730-0,Georgia Institute of Technology,
35,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185947085,SCOPUS_ID:85185947085,2-s2.0-85185947085,Efficiency optimization in quantum computing: balancing thermodynamics and computational performance,Śmierzchalski T.,Scientific Reports,20452322,10.1038/s41598-024-55314-z,Institute of Theoretical and Applied Informatics of the Polish Academy of Sciences,
36,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185943371,SCOPUS_ID:85185943371,2-s2.0-85185943371,Tailoring Classical Conditioning Behavior in TiO<inf>2</inf> Nanowires: ZnO QDs-Based Optoelectronic Memristors for Neuromorphic Hardware,Wang W.,Nano-Micro Letters,21505551,10.1007/s40820-024-01338-z,"University of Jinan, Kwangwoon University",
37,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185938592,SCOPUS_ID:85185938592,2-s2.0-85185938592,Dual-site segmentally synergistic catalysis mechanism: boosting CoFeS<inf>x</inf> nanocluster for sustainable water oxidation,Xu S.,Nature Communications,20411723,10.1038/s41467-024-45700-6,Zhengzhou University,
38,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185933568,SCOPUS_ID:85185933568,2-s2.0-85185933568,"Polygenic risk for major depression, attention deficit hyperactivity disorder, neuroticism, and schizophrenia are correlated with experience of intimate partner violence",Ratanatharathorn A.,Translational Psychiatry,21583188,10.1038/s41398-024-02814-1,"Harvard T.H. Chan School of Public Health, Mailman School of Public Health",
39,Green Computing,https://api.elsevier.com/content/abstract/scopus_id/85185932410,SCOPUS_ID:85185932410,2-s2.0-85185932410,Abnormal DNA methylation within HPA-axis genes years after paediatric critical illness,Coppens G.,Clinical Epigenetics,18687083,10.1186/s13148-024-01640-y,Departement Cellulaire en Moleculaire Geneeskunde,
